2.660949999999999704e-01,5.163299999999999557e-01
2.112870000000000026e-01,4.360319999999999752e-01
5.094640000000000279e-01,1.661309999999999731e-01
7.558650000000000091e-01,7.083639999999999937e-01
1.361609999999999765e-01,7.121330000000000160e-01
7.993889999999999052e-01,7.262610000000000454e-01
9.168650000000000411e-01,1.009338000000000068e+00
8.786559999999999926e-01,8.886849999999999472e-01
8.958720000000000017e-01,7.677620000000000555e-01
5.100029999999999841e-01,1.585019999999999762e-01
3.049199999999999688e-01,8.292800000000000171e-02
7.852230000000000043e-01,3.583890000000000131e-01
5.890290000000000248e-01,6.572310000000000096e-01
8.870109999999999939e-01,3.960670000000000024e-01
1.741530000000000022e-01,9.116099999999999204e-02
7.412600000000000300e-01,3.607300000000002171e-02
4.737699999999999689e-01,5.851739999999999720e-01
5.958400000000000363e-01,8.985239999999999894e-01
5.985930000000000417e-01,1.997709999999999764e-01
8.634600000000000053e-01,8.659259999999999735e-01
5.390829999999999789e-01,2.023849999999999816e-01
2.566389999999999505e-01,2.104639999999999844e-01
9.792330000000000201e-01,6.985010000000000385e-01
6.935879999999999823e-01,1.002248999999999945e+00
9.552780000000000715e-01,6.385259999999999270e-01
7.906819999999999959e-01,6.925100000000000700e-02
4.504740000000000411e-01,4.023889999999999967e-01
7.730890000000000262e-01,4.260809999999999875e-01
3.569700000000000095e-01,2.654690000000000105e-01
6.350630000000000441e-01,5.417640000000000233e-01
9.039900000000000713e-02,3.536250000000000226e-01
1.088379999999999903e-01,3.213730000000000198e-01
3.803000000000000824e-02,1.012329999999999619e-01
8.248050000000000104e-01,8.075259999999999661e-01
6.117609999999999992e-01,2.984590000000000298e-01
8.918070000000000164e-01,1.473180000000000045e-01
5.380500000000000282e-01,7.856410000000000338e-01
1.723599999999999577e-01,7.815560000000000285e-01
9.689069999999999627e-01,7.103030000000000177e-01
1.006820999999999966e+00,6.418859999999999566e-01
9.193540000000000045e-01,5.569849999999999524e-01
9.412300000000001221e-02,1.985840000000000383e-01
9.938150000000000039e-01,4.726230000000000153e-01
1.368669999999999609e-01,7.514669999999999961e-01
2.861270000000000202e-01,-1.412700000000000067e-02
6.516509999999999803e-01,5.116779999999999662e-01
7.030529999999999280e-01,4.783429999999999627e-01
3.023520000000000096e-01,9.761250000000000204e-01
9.123630000000000351e-01,9.259669999999999845e-01
3.054459999999999953e-01,8.391310000000000713e-01
4.132979999999999987e-01,3.733969999999999789e-01
8.642779999999999907e-01,7.430920000000000858e-01
9.375910000000000633e-01,4.417130000000000223e-01
8.177339999999999609e-01,7.944499999999999895e-01
2.568239999999999412e-01,7.154860000000000664e-01
3.894800000000000484e-01,9.031909999999999661e-01
8.537360000000000504e-01,5.297100000000000142e-01
3.681329999999999880e-01,6.224199999999999733e-01
5.683199999999999363e-02,9.708809999999999940e-01
1.188029999999999919e-01,-1.591000000000009074e-03
6.252619999999999845e-01,1.258310000000000262e-01
9.248149999999999427e-01,4.984089999999999909e-01
1.715359999999999663e-01,6.182149999999999590e-01
2.566100000000000048e-01,9.706650000000000000e-01
3.685760000000000147e-01,1.242620000000000391e-01
9.305989999999999540e-01,4.683709999999999818e-01
4.219499999999999917e-01,2.678400000000003001e-02
